,timeCode,blendShapes.EyeBlinkLeft,blendShapes.EyeLookDownLeft,blendShapes.EyeLookInLeft,blendShapes.EyeLookOutLeft,blendShapes.EyeLookUpLeft,blendShapes.EyeSquintLeft,blendShapes.EyeWideLeft,blendShapes.EyeBlinkRight,blendShapes.EyeLookDownRight,blendShapes.EyeLookInRight,blendShapes.EyeLookOutRight,blendShapes.EyeLookUpRight,blendShapes.EyeSquintRight,blendShapes.EyeWideRight,blendShapes.JawForward,blendShapes.JawLeft,blendShapes.JawRight,blendShapes.JawOpen,blendShapes.MouthClose,blendShapes.MouthFunnel,blendShapes.MouthPucker,blendShapes.MouthLeft,blendShapes.MouthRight,blendShapes.MouthSmileLeft,blendShapes.MouthSmileRight,blendShapes.MouthFrownLeft,blendShapes.MouthFrownRight,blendShapes.MouthDimpleLeft,blendShapes.MouthDimpleRight,blendShapes.MouthStretchLeft,blendShapes.MouthStretchRight,blendShapes.MouthRollLower,blendShapes.MouthRollUpper,blendShapes.MouthShrugLower,blendShapes.MouthShrugUpper,blendShapes.MouthPressLeft,blendShapes.MouthPressRight,blendShapes.MouthLowerDownLeft,blendShapes.MouthLowerDownRight,blendShapes.MouthUpperUpLeft,blendShapes.MouthUpperUpRight,blendShapes.BrowDownLeft,blendShapes.BrowDownRight,blendShapes.BrowInnerUp,blendShapes.BrowOuterUpLeft,blendShapes.BrowOuterUpRight,blendShapes.CheekPuff,blendShapes.CheekSquintLeft,blendShapes.CheekSquintRight,blendShapes.NoseSneerLeft,blendShapes.NoseSneerRight,blendShapes.TongueOut,blendShapes.HeadRoll,blendShapes.HeadPitch,blendShapes.HeadYaw
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001325933146290481,0.0,0.0,0.0,0.0,0.0,0.0,0.001418130355887115,0.052548106759786606,0.0028158428613096476,0.0,0.0017628802452236414,0.023120811209082603,0.04621686413884163,0.3733251690864563,0.010147386230528355,0.013618369586765766,0.0,0.0,0.018628984689712524,0.017872842028737068,0.0,0.0,0.0,0.0,0.0,0.007442385423928499,0.0,0.0,0.0247451551258564,0.020037835463881493,0.0,0.0,0.0,0.0,0.0,0.0,0.006395407486706972,0.013834437355399132,0.014240567572414875,0.031577374786138535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.00032779929460957646,0.0051882341504096985,0.0,0.0,0.0,0.0,0.0,0.0,0.005321118514984846,0.004147831350564957,0.005989501718431711,0.0,0.012897594831883907,0.004447002429515123,0.05507434532046318,0.048313744366168976,0.00951527338474989,0.0065515837632119656,0.004317512270063162,0.005314430221915245,0.002457818714901805,0.0,0.0013632755726575851,0.004174631088972092,0.00029695770354010165,0.00045484924339689314,0.0,0.01878148503601551,0.0,0.0,0.0,0.0008120210841298103,0.019174760207533836,0.01881536655128002,0.001038427115418017,0.0033447996247559786,0.0,0.0,0.019367245957255363,0.05631855130195618,0.05672187730669975,0.0036075280513614416,0.020093120634555817,0.02088627591729164,0.0,0.0011963642900809646,0.0,0.0,0.0,0.0
2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.00449457298964262,0.0,0.0,0.0,0.0,0.0,0.0,0.0047361403703689575,0.01807672157883644,0.007974834181368351,0.0,0.008298524655401707,0.0,0.09785006195306778,0.0,0.001230649882927537,0.00021895991812925786,0.019420847296714783,0.0219013299793005,0.0016108853742480278,0.0,0.022284982725977898,0.02711501717567444,0.002517158631235361,0.0028125355020165443,0.0,0.0,0.0,0.015214999206364155,0.0,5.9190584579482675e-05,0.05754530057311058,0.057939160615205765,0.047863204032182693,0.05235942080616951,0.0,0.0,0.017492514103651047,0.06192376837134361,0.06271813809871674,0.0,0.03783053904771805,0.040291622281074524,0.009506196714937687,0.012441546656191349,0.0,0.0,0.0,0.0
3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0032522152177989483,0.0,0.0,0.0,0.0,0.0,0.0,0.0035912843886762857,0.0457766130566597,0.008306811563670635,0.0,0.0,0.0,0.11587578803300858,0.0,0.0,0.0,0.05043148994445801,0.05180798098444939,0.0,0.0,0.0858602374792099,0.08839300274848938,0.006847650744020939,0.006981718819588423,0.01119138952344656,0.0,0.07893955707550049,0.037699367851018906,0.0,0.003655992913991213,0.09704974293708801,0.09413841366767883,0.12735424935817719,0.13303683698177338,0.0,0.0,0.018009034916758537,0.06545667350292206,0.06668588519096375,0.0,0.060057006776332855,0.0633571520447731,0.04118410870432854,0.04395307973027229,0.0,0.0,0.0,0.0
4,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.002345514250919223,0.0,0.0,0.0,0.0,0.0,0.0,0.002716424409300089,0.05940571427345276,0.0062503027729690075,0.0023566854652017355,0.0,0.0,0.10373368859291077,0.0,0.0,0.000443898665253073,0.07073899358510971,0.07125220447778702,0.0,0.0,0.12384489923715591,0.12456371635198593,0.009660692885518074,0.009687785990536213,0.03625786677002907,0.0,0.1313132494688034,0.04977509751915932,0.0,0.004933502059429884,0.12221431732177734,0.11751699447631836,0.1767784208059311,0.18268369138240814,0.0,0.0,0.017644545063376427,0.06834472715854645,0.06972373276948929,0.0,0.07520090788602829,0.07905475795269012,0.06333451718091965,0.06606177240610123,0.0,0.0,0.0,0.0
5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0018204747466370463,0.0,0.0,0.0,0.0,0.0,0.0,0.0021950341761112213,0.04440322518348694,0.0028660118114203215,0.005532005336135626,0.0,0.0,0.03300510719418526,0.0,0.0,0.0,0.09444724023342133,0.09438510239124298,0.0,0.0,0.14532266557216644,0.14691410958766937,0.012128046713769436,0.012106051668524742,0.04873041808605194,0.0,0.12955330312252045,0.05463720113039017,0.0,0.005936155561357737,0.14767837524414062,0.14296986162662506,0.20210705697536469,0.20914053916931152,0.0,0.0,0.016132637858390808,0.0703924149274826,0.07183918356895447,0.0,0.08056781440973282,0.08569084107875824,0.07078584283590317,0.07460493594408035,0.0,0.0,0.0,0.0
6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.001772269606590271,0.0,0.0,0.0,0.0,0.0,0.0,0.0021073524840176105,0.0030971975065767765,0.0,0.009169693104922771,0.0,0.0,0.0,0.0,0.0,0.0,0.13615545630455017,0.1353156417608261,0.0,0.0,0.1448240876197815,0.147539421916008,0.015171966515481472,0.015043853782117367,0.035355810075998306,0.0,0.026301411911845207,0.043377090245485306,0.0,0.003823354607447982,0.17001992464065552,0.165911003947258,0.2034347802400589,0.2102002650499344,0.0,0.0,0.012989324517548084,0.07060207426548004,0.07197868824005127,0.0,0.07116985321044922,0.07618894428014755,0.05952780321240425,0.06361372768878937,0.0,0.0,0.0,0.0
7,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0016527794068679214,0.0,0.0,0.0,0.0,0.0,0.0,0.0019515688763931394,0.0,0.0,0.005516820587217808,0.12433701008558273,0.0,0.0,0.0,0.0,0.0,0.17307059466838837,0.1684759110212326,0.0019368146313354373,0.0,0.1445135623216629,0.14503918588161469,0.017985912039875984,0.017468702048063278,0.014668809249997139,0.0,0.0,0.02339140884578228,0.0,0.0023113596253097057,0.18694376945495605,0.18095193803310394,0.1952696144580841,0.19926686584949493,0.0,0.0,0.009888865984976292,0.06948099285364151,0.07082270830869675,0.0,0.06266099959611893,0.06643015146255493,0.04326431825757027,0.04633645340800285,0.0,0.0,0.0,0.0
8,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0013028769753873348,0.0,0.0,0.0,0.0,0.0,0.0,0.0015764361014589667,0.0040885042399168015,0.0022747814655303955,0.0017219417495653033,0.3124447762966156,0.0,0.0,0.0,0.0,0.0,0.19064420461654663,0.18315310776233673,0.01559442188590765,0.013535581529140472,0.14668188989162445,0.1448378711938858,0.01931443065404892,0.018471568822860718,0.0035323307383805513,0.015139011666178703,0.0,0.012517588213086128,0.0,0.0018777380464598536,0.20538201928138733,0.1970885843038559,0.18020334839820862,0.18107588589191437,0.0,0.0,0.00829991139471531,0.06828121840953827,0.06933560222387314,0.0,0.05373038351535797,0.05551578104496002,0.02717006579041481,0.028610844165086746,0.0,0.0,0.0,0.0
9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0009897603886201978,0.0,0.0,0.0,0.0,0.0,0.0,0.0012652705190703273,0.0,0.004429614171385765,0.000362788065103814,0.35986098647117615,0.004810948856174946,0.0,0.0,0.0,0.0,0.19787897169589996,0.1907617300748825,0.02607617899775505,0.025820542126893997,0.15350286662578583,0.1505361795425415,0.019734187051653862,0.01884242706000805,0.013891130685806274,0.024295983836054802,0.0,0.008191152475774288,0.0,0.0010121258674189448,0.21710467338562012,0.20797228813171387,0.16744214296340942,0.16634009778499603,0.0,0.0,0.007611874490976334,0.06744994968175888,0.06838509440422058,0.0,0.04700314253568649,0.04682622104883194,0.016543248668313026,0.016374418511986732,0.0,0.0,0.0,0.0
